lexid,filename,word,sentence
prap_cau,pt1208.xml,lokayantI,"['evam', 'aBi', 'DAya', 'gate', 'raTa', 'kAre', 'manaH', 'raTa', 'SatEH', 'divasa', 'Sezam', 'ati', 'vAhya', 'pra', 'sannAyAm', 'rajanyAm', 'snAna', 'DUpa', 'cUrRa', 'vilepana', 'tAmbUla', 'muKa', 'vAsa', 'vAsa', 'vAsa', 'kusuma', 'AdiBiH', 'ati', 'suraBi', 'vicitra', 'mAlya', 'ambaraH', 'mukuwa', 'Adi', 'ABaraRa', 'alaNkftaH', 'kOlikaH', 'taTEva', 'anu', 'sTitavAn', 'yAvat', 'asO', 'rAja', 'kanyA', 'suDA', 'aMSu', 'kara', 'adAte', 'harmya', 'tale', 'Sayana', 'tala', 'ava', 'sTitA', 'ekAkinI', 'candramasam', 'ava', 'lokayantI', 'manAg', 'madanena', 'spfSyamAna', 'sahasA', 'eva', 'tam', 'vEnateya', 'aDi', 'rUQam', 'nArAyaRa', 'AkAram', 'kOlikam', 'ava', 'lokitavatI']"
prap_caus,pt1127.xml,SasyamAnaH,"['SaSakaH', 'api', 'hfzwa', 'manAH', 'sarvAn', 'mfgAn', 'A', 'nandya', 'tEH', 'pra', 'SasyamAnaH', 'yaTA', 'suKam', 'tatra', 'vane', 'vasati', 'sma']"
prap_caus,pt693.xml,ezayat,"['evam', 'bahu', 'viDam', 'vi', 'lapya', 'tasya', 'pada', 'padDatim', 'anu', 'ezayat', 'vayam', 'ca', 'AzAQaBUtinA', 'pra', 'jalpan', 'SanEH', 'SanEH', 'pra', 'sTitaH']"
pcl_post,pt707.xml,kfte,"['aham', 'tava', 'kfte', 'praBUtam', 'madya', 'mAMsam', 'A', 'nezyAmi', 'iti']"
gerundive_anIya,pt86.xml,sTAnIyaH,"['tatra', 'sarvezu', 'eva', 'nagara', 'pattana', 'aDi', 'sTAna', 'Kewaka', 'vawa', 'bARa', 'agra', 'hAra', 'kAnana', 'vana', 'sTAnezu', 'ekaH', 'eva', 'siMha', 'sTAnIyaH', 'Bavati']"
gerundive_anIya,pt25.xml,AsanIyam,"['an', 'anta', 'pAram', 'kila', 'Sabda', 'SAstram', 'svalpam', 'taTA', 'AyuH', 'bahavaH', 'ca', 'viGnAH', 'yat', 'sAra', 'BUtam', 'tat', 'upa', 'AsanIyam', 'haMsEH', 'yaTA', 'kzIram', 'iva', 'ambu', 'maDyAt']"
v2m,pt1111.xml,vi,"['yaH', 'a', 'balaH', 'pra', 'ut', 'natam', 'yAti', 'vi', 'hantum', 'sa', 'balam', 'ripum', 'vimadaH', 'sa', 'ni', 'varteta', 'SIrRa', 'dantaH', 'yaTA', 'gajaH']"
 ctp6,mbh12_26165.xml,saYjYitena,"['etat', 'ca', 'te', 'toyam', 'vaqavAmuKa', 'saYjYitena', 'pIyamAnam', 'maDuram', 'Bavizyati']"
 ctp6,mbh12_26166.xml,saYjYitena,"['tat', 'etat', 'adya', 'api', 'vaqavAmuKa', 'saYjYitena', 'anu', 'vartinA', 'toyam', 'sAmudram', 'pIyate']"
ppp_cau,pt312.xml,darSita,"['darSita', 'Baye', 'api', 'DAtari', 'DIratvam', 'na', 'eva', 'calati', 'DIrARAm', 'Sozita', 'sarasi', 'nidAGe', 'nitarAm', 'eva', 'ut', 'gataH', 'sinDuH']"
ppp_cau,pt1263.xml,darSitaH,"['evam', 'ukte', 'tezAm', 'rAjYA', 'deva', 'mArgaH', 'darSitaH']"
onom,pt803.xml,PUt,"['aTa', 'asmin', 'vyatikare', 'sA', 'duzwA', 'UrDvO', 'bAhU', 'vi', 'DAya', 'PUt', 'kartu', 'manAH', 'gfhAt', 'niH', 'cakrAma']"
vi6am,pt770.xml,muYca,"['tat', 'drutam', 'muYca', 'mAm', 'banDanAt', 'yAvat', 'na', 'ayam', 'prati', 'buDyate', 'yena', 'sva', 'gfham', 'gacCAmi']"
vt1a,pt1312.xml,tyakzyanti,"['Bagavat', 'BaktAH', 'ca', 'tridaRqinaH', 'pravrajyAm', 'tyakzyanti']"
vt1a,pt656.xml,Sasyate,"['yat', 'kAraRam', 'niHsaNgatA', 'yatInAm', 'pra', 'Sasyate', 'tava', 'mama', 'api', 'ca']"
pron_reflexive,pt1632.xml,AtmAnam,"['deSam', 'kAlam', 'kAryam', 'param', 'AtmAnam', 'ca', 'yaH', 'na', 'jAnAti', 'a', 'vi', 'mfSya', 'yaH', 'karoti', 'ca', 'na', 'sa', 'Palam', 'Apnoti', 'vE', 'mUrKaH']"
pron_reflexive,pt423.xml,AtmAnam,"['tat', 'SrutvA', 'gatAsum', 'iva', 'AtmAnam', 'manyamAnaH', 'saYjIvakaH', 'param', 'vizAdam', 'agamat', 'Aha', 'ca']"
vi4m,pt1038.xml,jAyate,"['ajAH', 'iva', 'prajAH', 'mohAt', 'yaH', 'hanyAt', 'pfTivI', 'patiH', 'tasya', 'ekA', 'jAyate', 'tfptiH', 'na', 'dvitIyA', 'kaTam', 'cana']"
vi4m,pt1027.xml,janayanti,"['ekasya', 'janmanaH', 'arTe', 'mUQAH', 'kurvanti', 'yAni', 'pApAni', 'janayanti', 'tAni', 'duHKam', 'tezAm', 'janma', 'antara', 'sahasram']"
v2a,pt1140.xml,yAnti,"['kfte', 'viniScaye', 'puMsAm', 'devAH', 'yAnti', 'sahAyatAm', 'vizRuH', 'cakram', 'garutmAn', 'ca', 'kOlikasya', 'yaTA', 'Ahave']"
v2a,pt1973.xml,ihi,"['A', 'ihi', 'A', 'ihi', 'saKe']"
cbv,mbh03_14601.xml,IkzaRe,"['tvayA', 'trAtam', 'rAja', 'kulam', 'SuBa', 'IkzaRe', 'varam', 'vfRIzva', 'apratimam', 'dadAni', 'te']"
cbv,mbh12_26052.xml,samaH,"['aTa', 'daDIcaH', 'taTA', 'eva', 'a', 'vimanAH', 'suKa', 'duHKa', 'samaH', 'mahA', 'yogI', 'AtmAnam', 'sam', 'DAya', 'SarIra', 'parityAgam', 'cakAra']"
adj pfp,mbh12_13971.xml,viviDAnAm,"['api', 'ca', 'atra', 'mAlya', 'ABaraRa', 'vastra', 'aByaNga', 'ganDa', 'upaBoga', 'nftta', 'gita', 'vAditra', 'Sruti', 'suKa', 'nayana', 'aBirAma', 'saM', 'darSanAnAm', 'prAptiH', 'Bakzya', 'Bojya', 'peya', 'lehya', 'cozyAnam', 'aBI', 'ava', 'hAryARAm', 'viviDAnAm', 'upaBogaH', 'sva', 'dAra', 'vihAra', 'santozaH', 'kAma', 'suKa', 'ava', 'AptiH', 'iti']"
adj,mbh12_26044.xml,fziH,"['tAn', 'brahma', 'uvAca', 'fziH', 'BArgavaH', 'tapaH', 'tapyate', 'daDIcaH']"
adj,mbh12_26118.xml,varadaH,"['tataH', 'sa', 'varadaH', 'tAn', 'abravIt', 'aSva', 'meDam', 'yajYam', 'vEzRavam', 'SakraH', 'aBi', 'yajatu']"
iic,pt220.xml,Atma,"['yasya', 'yasya', 'hi', 'yaH', 'BAvaH', 'tasya', 'tasya', 'hi', 'tam', 'naraH', 'anupra', 'viSya', 'meDAvI', 'kzipram', 'Atma', 'vaSam', 'nayet']"
iic,pt260.xml,puruza,"['aSvaH', 'Sastram', 'SAstram', 'vIRA', 'vARI', 'naraH', 'ca', 'nArI', 'ca', 'puruza', 'viSezam', 'pra', 'AptAH', 'Bavanti', 'a', 'yogyAH', 'ca', 'yogyAH', 'ca']"
adj_pron,pt1255.xml,sarve,"['tat', 'sidDAH', 'asmAkam', 'sarve', 'hfdayasTA', 'mano', 'raTAh']"
adj_pron,pt1047.xml,sarvAn,"['param', 'yadi', 'mama', 'atra', 'upa', 'vizwasya', 'na', 'ekEkaH', 'mfgaH', 'sam', 'A', 'ezyati', 'tat', 'nUnam', 'sarvAn', 'api', 'BakzayizyAmi', 'iti']"
cdi,pt401.xml,SuBa,"['sarva', 'devamayasya', 'asya', 'viSezaH', 'BU', 'pateH', 'ayam', 'SuBa', 'a', 'SuBa', 'Palam', 'datte', 'sadyaH', 'devAH', 'Bava', 'antare']"
cdi,pt1103.xml,utsAhO,"['AtmanaH', 'Saktim', 'ut', 'vi', 'Ikzya', 'mAna', 'utsAhO', 'tu', 'yaH', 'vrajet', 'SatrUn', 'ekaH', 'api', 'hanyAt', 'ca', 'kzatriyAn', 'BArgavaH', 'yaTA']"
adj_ctp6,pt52.xml,Akfti,"['dAkziRAtyezu', 'jana', 'padezu', 'purandarapurasya', 'fdDi', 'sarva', 'guRa', 'sam', 'pannam', 'pfTivyAH', 'cUqA', 'maRi', 'ratna', 'BUtam', 'kElAsa', 'SiKara', 'Akfti', 'viviDa', 'yantra', 'praharaRa', 'AcaraRa', 'pari', 'pUrRa', 'go', 'pura', 'awwAlakam', 'visaNkawa', 'utkawa', 'dfQa', 'pariGa', 'kapAwa', 'toraRa', 'argala', 'upagata', 'indra', 'kIla', 'vipula', 'dvAram', 'su', 'vi', 'hita', 'SfNgAwaka', 'catuzpaTa', 'prati', 'sTita', 'an', 'eka', 'devatA', 'Ayatanam', 'pariKA', 'pari', 'karita', 'ut', 'Srita', 'hima', 'giri', 'sadfSa', 'AkAra', 'prAkAra', 'valaya', 'pari', 'vezwitam', 'mahilA', 'ropyam', 'nAma', 'nagaram']"
adj_ctp6,pt840.xml,dfzwena,"['vyasanam', 'hi', 'mahA', 'rAjYaH', 'mohAt', 'sam', 'prati', 'padyate', 'viDinA', 'SAstra', 'dfzwena', 'mftyuH', 'vAryaH', 'pra', 'yatnataH']"
dem_adv,pt1083.xml,tarhi,"['Badra', 'yadi', 'evam', 'tarhi', 'satvaram', 'darSaya', 'mama', 'tam', 'cOra', 'siMham', 'yena', 'etam', 'mfga', 'kopam', 'tasya', 'upari', 'kziptvA', 'svasTaH', 'BavAmi']"
cds,mbh12_25963.xml,kzatram,"['tataH', 'BUta', 'sarge', 'pra', 'vftte', 'prajA', 'krama', 'vaSAt', 'brahma', 'kzatram', 'upa', 'atizWat']"
adj ctp na,mbh12_26052.xml,vimanAH,"['aTa', 'daDIcaH', 'taTA', 'eva', 'a', 'vimanAH', 'suKa', 'duHKa', 'samaH', 'mahA', 'yogI', 'AtmAnam', 'sam', 'DAya', 'SarIra', 'parityAgam', 'cakAra']"
adj ctp na,mbh12_26173.xml,vyayAm,"['kzatram', 'api', 'SASvatIm', 'a', 'vyayAm', 'pfTivIm', 'patnIm', 'aBi', 'gamya', 'buBuje']"
ctp_gati,pt1006.xml,dUrataram,"['kAkI', 'api', 'sarpa', 'koware', 'tat', 'kanaka', 'sUtram', 'ni', 'kzipya', 'su', 'dUrataram', 'ava', 'sTitA']"
ctp_gati,pt711.xml,divase,"['duH', 'divase', 'asita', 'pakze', 'duH', 'saYcArAsu', 'nagara', 'vITIzu', 'patyuH', 'videSa', 'gamane', 'parama', 'suKam', 'jaGana', 'capalAyAH']"
vt5a 9am,pt1570.xml,vArayati,"['sa', 'snigDaH', 'vyasanAt', 'ni', 'vArayati', 'yaH', 'tat', 'karma', 'yat', 'nirmalam', 'sA', 'strI', 'yA', 'anu', 'viDAyinI', 'sa', 'matimAn', 'yaH', 'sadBiH', 'aBi', 'arcyate', 'sA', 'SrIH', 'yA', 'na', 'madam', 'karoti', 'sa', 'suKI', 'yaH', 'tfzRayA', 'na', 'Uhyate', 'tat', 'mitram', 'yat', 'a', 'yantraRam', 'sa', 'puruzaH', 'yaH', 'Kidyate', 'na', 'Apadi']"
