,sentID,sent,words,countWords,countVerbs,repatingSeq,repatingNouns
98,mbh03_14651.xml,"m1s,n2s,i,iic,iic,m1s,iic,iic,m1s,m1s,iic,m1s,m1s,ipf[2] a3s","sa,muhUrtam,DyAtvA,bAzpa,pUrRa,nayanaH,ud,vigna,hfdayaH,vepamAnaH,visaYjYa,kalpaH,prAYjaliH,abravIt",14,1,"{'m1s': [0, 5, 8, 9, 11, 12], 'iic': [3, 4, 6, 7, 10]}","{'nominative': [0, 2, 3, 4, 5, 6]}"
99,mbh12_26023.xml,"m5s,i,m5s,m1s,m2s,iic,m1s","hEraRyagarBAt,ca,vasizWAt,hiraRyakaSipuH,SApam,pra,AptavAn",7,0,"{'m1s': [3, 6], 'm5s': [0, 2]}","{'ablative': [0, 1], 'nominative': [2, 4]}"
101,mbh03_14490.xml,"m2s,ipf[2] a3s,m1s","tam,abravIt,rAjA",3,1,{},{}
102,mbh03_14510.xml,"i,ipf[2] a3s,m1s,m2s","tataH,abravIt,rAjA,sUtam",4,1,{},{}
103,mbh12_26128.xml,"iic,iic,m1s,i,i,m1s,iic,m1s,i,ipf[6] a3p,m2p,m2p,m3s,m3s,iic,iic,m1s","AkASa,gaNgA,gataH,ca,purA,BaradvAjaH,mahA,fziH,upa,aspfSan,trIn,kramAn,kramatA,vizRunA,aBi,A,sAditaH",17,1,"{'i': [3, 4, 8], 'm3s': [12, 13], 'm1s': [2, 5, 7, 16], 'm2p': [10, 11], 'iic': [0, 1, 6, 14, 15]}","{'accusative': [3, 4], 'instrumental': [5, 6], 'nominative': [0, 1, 2, 7]}"
104,mbh03_14478.xml,"m2s,iic,m2s,iic,iic,iic,iic,iic,m1s,m1s,i,prf a3s","tam,evam,vAdinam,izwa,jana,Soka,pari,ita,AtmA,rAjA,pra,uvAca",12,1,"{'m1s': [8, 9], 'iic': [1, 3, 4, 5, 6, 7], 'm2s': [0, 2]}","{'accusative': [0, 1], 'nominative': [2, 3]}"
105,mbh03_14607.xml,"i,n2s,m1s,m1s,iic,f6s,i,ipv[2] a3s,i,i,prf a3s,iic,mvs","SrutvA,vacaH,sa,muniH,rAja,putryAH,taTA,astu,iti,pra,Aha,kuru,pravIra",13,2,"{'i': [0, 6, 8, 9], 'm1s': [2, 3], 'iic': [4, 11]}","{'nominative': [1, 2]}"
106,mbh03_14554.xml,"m7s,i,m7s,x6s,n1s,n1s,iic,m6p,m6p,i,mvs","asmin,tu,loke,mama,yAnam,etat,asmat,viDAnAm,aparezAm,ca,rAjan",11,0,"{'m7s': [0, 2], 'm6p': [7, 8], 'i': [1, 9], 'n1s': [4, 5]}","{'genitive': [4, 5], 'nominative': [2, 3], 'locative': [0, 1]}"
108,mbh03_14498.xml,"m1s,i,m1s,f2s,iic,i,f7s,iic,iic,iic,m1s,iic,iic,n2s,i,iic,i,iic,iic,f3s,f3s,iic,iic,i,iic,i,iic,m2s,ipf[2] a3s","sa,ca,rAjA,tAm,upa,laBya,tasyAm,surata,guRa,nibadDa,hfdayaH,loka,traya,ESvaryam,iva,upa,laBya,harza,bAzpa,kalayA,vAcA,pra,Ri,patya,aBi,pUjya,maRqUka,rAjAnam,abravIt",29,1,"{'i': [1, 5, 14, 16, 23, 25], 'm1s': [0, 2, 10], 'f3s': [19, 20], 'iic': [4, 7, 8, 9, 11, 12, 15, 17, 18, 21, 22, 24, 26]}","{'accusative': [2, 5, 8], 'instrumental': [6, 7], 'nominative': [0, 1, 4]}"
109,mbh03_14593.xml,"i,i,m6s,i,m2s,i,i,pre[1] a1s,m1s,i,ipv[1] a3s,m1s","na,ca,asya,kartum,nASam,aBi,ud,sahAmi,AyuzmAn,vE,jIvatu,vAmadevaH",12,2,"{'i': [0, 1, 3, 5, 6, 9], 'm1s': [8, 11]}","{'nominative': [2, 3]}"
110,mbh12_26009.xml,"iic,iic,n1d,f2s,iic,m6s,m6s,m6s,iic,m6s,i,m2s,f1p,i,f1p","a,mfta,utpAdane,puraScaraRatAm,upa,gatasya,aNgirasaH,bfhaspateH,upa,spfSataH,na,prasAdam,gatavatyaH,kila,apaH",15,0,"{'i': [10, 13], 'f1p': [12, 14], 'm6s': [5, 6, 7, 9], 'iic': [0, 1, 4, 8]}","{'accusative': [1, 6], 'genitive': [2, 3, 4, 5], 'nominative': [0, 7, 8]}"
111,mbh12_25997.xml,"iic,m1p,iic,m1p,pre[1] a3p,m6p,m7s,m1p,iic,m1p","apa,DvastAH,dasyu,BUtAH,Bavanti,yezAm,rAzwre,brAhmaRAH,vftti,hInAH",10,1,"{'m1p': [1, 3, 7, 9], 'iic': [0, 2, 8]}","{'nominative': [0, 1, 4, 5]}"
112,mbh03_14641.xml,"pre[2] a3s,m1s,i,m1s,m5s,iic,iic,m1s,i","asti,kaH,cit,anyaH,BavataH,cira,jAta,taraH,iti",9,1,"{'i': [2, 8], 'm1s': [1, 3, 7], 'iic': [5, 6]}","{'nominative': [0, 1, 3]}"
113,mbh03_14521.xml,"m2s,ipf[2] a3s,m1s","tam,abravIt,fziH",3,1,{},{}
114,mbh12_26084.xml,"n3s,i,n3s,n3s,i,iic,f1s,f2s,f2s,f2s,i,ipv[1] a2s","anena,eva,vratena,tapasA,ca,anu,itA,devIm,varadAm,upaSrutim,A,hvaya",12,1,"{'i': [1, 4, 10], 'f2s': [7, 8, 9], 'n3s': [0, 2, 3]}","{'instrumental': [0, 1, 2], 'accusative': [4, 5, 6]}"
115,mbh12_25953.xml,"n1s,i,i,iic,n7s,iic,n1s,iic,n7s,iic,n7s","tamaH,iti,eva,aBi,BUte,a,saYjYake,a,dvitIye,prati,sTite",11,0,"{'i': [1, 2], 'n1s': [0, 6], 'iic': [3, 5, 7, 9], 'n7s': [4, 8, 10]}","{'nominative': [0, 2], 'locative': [1, 3, 4]}"
116,mbh12_26038.xml,"i,m1s,m2s,iic,m2s,iic,iic,iic,iic,iic,n2s,i,f2s,i,prf m3s","aTa,indraH,tam,vi,varDamAnam,soma,pAna,A,pyAyita,sarva,gAtram,dfzwvA,cintAm,A,pede",15,1,"{'i': [0, 11, 13], 'iic': [3, 5, 6, 7, 8, 9], 'm2s': [2, 4]}","{'accusative': [1, 2, 3, 4]}"
117,mbh03_14568.xml,"i,n7s,m3s,mvs,i,i,prf a3p,m1p,iic,m1p","evam,ukte,vAmadevena,rAjan,sam,ut,tasTuH,rAkzasAH,Gora,rUpAH",10,1,"{'i': [0, 4, 5], 'm1p': [7, 9]}","{'nominative': [3, 4]}"
118,mbh03_14647.xml,"i,i,ipv p3s,i,i","sADu,A,gamyatAm,tAvat,iti",5,1,"{'i': [0, 1, 3, 4]}",{}
119,mbh03_14513.xml,"m1s,i,m1s,iic,iic,m1s,iic,iic,m1s,i,m1s,i,prf a3s,m4s","saH,evam,uktaH,rAja,Baya,BItaH,vAmadeva,SApa,BItaH,ca,san,A,caKyO,rAjYe",14,1,"{'i': [1, 9, 11], 'm1s': [0, 2, 5, 8, 10], 'iic': [3, 4, 6, 7]}","{'nominative': [0, 1, 2, 3, 4]}"
120,mbh12_25992.xml,"m6p,f1s,n1s,n1s,f1s,n1p,i","brAhmaRAnAm,matiH,vAkyam,karma,SradDA,tapAMsi,ca",7,0,"{'f1s': [1, 4], 'n1s': [2, 3]}","{'nominative': [1, 2, 3, 4, 5]}"
121,mbh03_14433.xml,"m1s,x3s,x1s,i","arTI,tvayA,aham,iti",4,0,{},{}
122,mbh12_26123.xml,"m1s,i,iic,m2s,iic,m2s,m4s,i,ipf[1] a3s","bfhaspatiH,ca,ASva,meDam,mahA,kratum,SakrAya,A,aharat",9,1,"{'i': [1, 7], 'iic': [2, 4], 'm2s': [3, 5]}","{'accusative': [1, 2]}"
123,mbh12_13916.xml,"m1s,i,n3p,n3p,m3p,n3p,i,pre p3s,m1s,n2s,prf a3s","yaH,tu,etEH,SArIrEH,mAnasEH,duHKEH,na,spfSyate,sa,suKam,veda",11,2,"{'i': [1, 6], 'n3p': [2, 3, 5], 'm1s': [0, 8]}","{'instrumental': [1, 2, 3, 4], 'nominative': [0, 5]}"
124,mbh12_13905.xml,"n5s,pre[2] a1p,i,iic,m3p,m1s,iic,m1s,i,i,m1s,n2s,iic,m1s,m1s,i,i,n1s,m6s,i,pre[2] a1s","tasmAt,brUmaH,na,mahA,AtmaBiH,ayam,prati,gfhItaH,na,tu,eza,tAvat,vi,SizwaH,guRaH,iti,na,etat,BagavataH,prati,emi",21,2,"{'i': [2, 8, 9, 15, 16, 19], 'm1s': [5, 7, 10, 13, 14], 'iic': [3, 6, 12]}","{'nominative': [2, 3, 4, 6, 7, 8]}"
125,mbh12_13911.xml,"iic,iic,iic,iic,iic,iic,m3p,iic,m1p,i,i,m7s,m7s,i,i,i,n2s,pre[5] a3p","kroDa,loBa,moha,mAna,an,fta,AdiBiH,avat,CannAH,na,Kalu,asmin,loke,na,ca,amutra,suKam,Apnuvanti",18,1,"{'m7s': [11, 12], 'i': [9, 10, 13, 14, 15], 'iic': [0, 1, 2, 3, 4, 5, 7]}","{'locative': [2, 3]}"
126,mbh12_25994.xml,"i,pre[2] a3s,m5s,m1s,m1s,i,pre[2] a3s,iic,m1s,m1s","na,asti,satyAt,paraH,DarmaH,na,asti,mAtf,samaH,guruH",10,1,"{'i': [0, 5], 'pre[2] a3s': [1, 6], 'm1s': [3, 4, 8, 9]}","{'nominative': [1, 2, 3, 4]}"
127,mbh12_26125.xml,"i,m1s,iic,m1s,m3p,m3p,m1s,iic,iic,m1s,m1s,prf a3s","tataH,sa,deva,rAw,devEH,fziBiH,stUyamAnaH,tri,vizwapa,sTaH,nizkalmazaH,baBUva",12,1,"{'m1s': [1, 3, 6, 9, 10], 'iic': [2, 7, 8], 'm3p': [4, 5]}","{'instrumental': [2, 3], 'nominative': [0, 1, 4, 5, 6]}"
128,mbh12_13889.xml,"m3p,m3p,m3p,m3p,i,i,iic,iic,m3p","SArIrEH,mAnasEH,duHKEH,suKEH,ca,api,a,suKa,udayEH",9,0,"{'i': [4, 5], 'iic': [6, 7], 'm3p': [0, 1, 2, 3, 8]}","{'instrumental': [0, 1, 2, 3, 4]}"
129,mbh03_14559.xml,"n2s,n2s,m6s,n1s,prf a3p,n1s,mvs,n1s,i,iic,m1s","Goram,vratam,brAhmaRasya,etat,AhuH,etat,rAjan,yat,iha,a,jIvamAnaH",11,1,"{'n2s': [0, 1], 'n1s': [3, 5, 7]}","{'accusative': [0, 1], 'nominative': [3, 4, 6, 7]}"
130,mbh03_14453.xml,"m1s,m6s,n5s,f3s,i,i,f3s,n2s,n2s,i,ipf[6] a3s","sa,tasya,vacanAt,tayA,eva,saha,devyA,tat,vanam,pra,aviSat",11,1,"{'i': [4, 5, 9], 'n2s': [7, 8], 'f3s': [3, 6]}","{'instrumental': [3, 4], 'accusative': [5, 6]}"
131,mbh12_13926.xml,"m1p,i,i,pre[1] m3p,m3p,m3p,n3p,iic,m1p","prajA,vi,pari,vartante,svEH,svEH,karmaBiH,A,vftAH",9,1,"{'i': [1, 2], 'm1p': [0, 8], 'm3p': [4, 5]}","{'instrumental': [1, 2, 3], 'nominative': [0, 4]}"
132,mbh12_25943.xml,"n5s,i,n1s,m1p,m2p,cau pre m3s,i","ekayonitvAt,ca,parasparam,arhantaH,lokAn,DArayate,iti",7,1,"{'i': [1, 6]}","{'nominative': [1, 2]}"
133,mbh03_14652.xml,"n1s,x1s,m2s,i,i,i,pre[9] a1s","kim,aham,enam,na,prati,aBi,jAnAmi",7,1,"{'i': [3, 4, 5]}",{}
134,mbh03_14650.xml,"m1s,m2s,m2s,i,pre[9] a3s,i","BavAn,indradyumnam,rAjAnam,aBi,jAnAti,iti",6,1,"{'i': [3, 5], 'm2s': [1, 2]}","{'accusative': [1, 2]}"
135,mbh03_14618.xml,"i,x1p,m1p,iic,m3s,m6s,i,i,pre[1] m1p,m6p,n2s","na,vayam,rAsAyanikAH,SarIra,upatApena,AtmanaH,sam,A,raBAmahe,arTAnAm,anuzWAnam",11,1,"{'i': [0, 6, 7]}","{'genitive': [2, 3]}"
136,mbh12_26124.xml,"i,iic,m2s,m2s,m2s,iic,i,n2s,m2s,i,i,m2s,iic,m2s,m1s,iic,n2s,iic,i,prf a3s","tataH,kfzRa,sAraNgam,meDyam,aSvam,ut,sfjya,vAhanam,tam,eva,kftvA,indram,marut,patim,bfhaspatiH,sva,sTAnam,pra,ApayAm,Asa",20,1,"{'i': [0, 6, 9, 10, 18], 'n2s': [7, 16], 'iic': [1, 5, 12, 15, 17], 'm2s': [2, 3, 4, 8, 11, 13]}","{'accusative': [0, 1, 2, 3, 4, 5, 6, 8]}"
137,mbh03_14547.xml,"i,ipv[1] a2s,m2d,x6s,mvs,x1s,n1s,i,x6s,n1s,n3p,iic,n1s","pra,yacCa,vAmyO,mama,pArTiva,tvam,kftam,hi,te,kAryam,anyEH,a,Sakyam",13,1,"{'i': [0, 7], 'n1s': [6, 9, 12], 'x6s': [3, 8]}","{'nominative': [2, 3, 5]}"
138,mbh12_13945.xml,"m6p,m1p,m1p,m1p,m1p,m2p,x4s,i,i,pre[1] a2s","tezAm,sve,sve,ye,AcArAH,tAn,me,vaktum,iha,arhasi",10,1,"{'i': [7, 8], 'm1p': [1, 2, 3, 4]}","{'nominative': [1, 2, 3, 4]}"
139,mbh03_14643.xml,"m1s,x5s,iic,iic,m1s,i","sa,mattaH,cira,jAta,taraH,iti",6,0,"{'m1s': [0, 4], 'iic': [2, 3]}","{'nominative': [0, 1]}"
140,mbh12_26039.xml,"m1p,i,m1p,i,m3s,m2s,i,prf a3p,prf a3p,i","devAH,ca,te,saha,indreRa,brahmARam,aBi,jagmuH,UcuH,ca",10,1,"{'i': [1, 3, 6, 9], 'm1p': [0, 2], 'prf a3p': [7, 8]}","{'nominative': [0, 1]}"
141,mbh12_26036.xml,"m3p,m3p,i,ipf[1] m3s,m1s","tEH,mantrEH,pra,avarData,triSirAH",5,1,"{'m3p': [0, 1]}","{'instrumental': [0, 1]}"
142,mbh12_25942.xml,"m1p,i,iic,m1p,i","devAH,ca,agni,muKAH,iti",5,0,"{'i': [1, 4], 'm1p': [0, 3]}","{'nominative': [0, 1]}"
143,mbh12_26079.xml,"pre[2] a3s,x6s,n1s,i,n1s,iic,iic,iic,n1s","asti,mama,kim,cit,vratam,a,pari,ava,sitam",9,1,"{'n1s': [2, 4, 8], 'iic': [5, 6, 7]}","{'nominative': [0, 1, 2]}"
144,mbh03_14417.xml,"m2s,iic,m3s,m2s,iic,m2s,m1s,n2s,i,ipf[1] a3s","tam,eka,aSvena,mfgam,anu,sarantam,mfgaH,dUram,apa,aharat",10,1,"{'iic': [1, 4], 'm2s': [0, 3, 5]}","{'accusative': [0, 2, 3, 5]}"
146,mbh03_14437.xml,"f2s,m1s,m2s,ipf[6] a3s","tAm,rAjA,samayam,apfcCat",4,1,{},"{'accusative': [0, 2]}"
147,mbh01_970.xml,"m3s,pre[2] a2s,m1s,i","kena,asi,aBihataH,iti",4,1,{},{}
148,mbh12_13953.xml,"n2s,i,n2s,n2s,pre[1] a3p","gArhasTyam,Kalu,dvitIyam,ASramam,vadanti",5,1,"{'n2s': [0, 2, 3]}","{'accusative': [0, 1, 2]}"
151,mbh12_26175.xml,"n3s,n1s,cau pre p3s","tena,jagat,DAryate",3,1,{},{}
152,mbh12_26048.xml,"iic,m1p,m1p,m2s,iic,i,prf a3p,mvs,n5s,n1s,iic,n1s,i,i","sa,indrAH,devAH,tam,aBi,gamya,UcuH,Bagavan,tapasaH,kuSalam,a,viGnam,ca,iti",14,1,"{'i': [5, 12, 13], 'n1s': [9, 11], 'iic': [0, 4, 10], 'm1p': [1, 2]}","{'nominative': [0, 1, 5, 6]}"
153,mbh03_14501.xml,"i,m6s,i,m6s,f7s,m1p,m1p,m6s,m6s,i,prf a3p,m1s,m1s,m1s,i,i","aTa,kasya,cit,kAlasya,tasyAm,kumArAH,trayaH,tasya,rAjYaH,sam,baBUvuH,SalaH,dalaH,balaH,ca,iti",16,1,"{'i': [0, 2, 9, 14, 15], 'm1p': [5, 6], 'm1s': [11, 12, 13], 'm6s': [1, 3, 7, 8]}","{'genitive': [0, 1, 5, 6], 'nominative': [3, 4, 7, 8, 9]}"
154,mbh12_13966.xml,"m1d,i,i,pre[1] a3d","SlokO,ca,atra,BavataH",4,1,"{'i': [1, 2]}",{}
155,mbh12_25963.xml,"m1s,iic,m7s,iic,m7s,iic,iic,m5s,iic,n2s,i,ipf[1] a3s","tataH,BUta,sarge,pra,vftte,prajA,krama,vaSAt,brahma,kzatram,upa,atizWat",12,1,"{'m7s': [2, 4], 'iic': [1, 3, 5, 6, 8]}","{'locative': [1, 2]}"
156,mbh03_14617.xml,"m2s,x1s,ipf[2] a1s","tam,aham,abruvam",3,1,{},{}
157,mbh12_25961.xml,"f1s,m6s,f1s,i,i,n6s,m1s,i,pre p3s","sA,viSvasya,jananI,iti,evam,asya,ArTaH,anu,BAzyate",9,1,"{'i': [3, 4, 7], 'f1s': [0, 2]}","{'genitive': [1, 3], 'nominative': [0, 2, 4]}"
158,mbh12_13913.xml,"iic,iic,iic,iic,m3p,i,iic,iic,iic,n3p,n3p,i,pre p3p","vaDa,banDa,roga,parikleSa,AdiBiH,ca,kzut,pipAsA,Srama,kftEH,upatApEH,upa,tapyante",13,1,"{'i': [5, 11], 'n3p': [9, 10], 'iic': [0, 1, 2, 3, 6, 7, 8]}","{'instrumental': [0, 1, 2]}"
159,mbh12_13919.xml,"iic,m1s,m1s,m7s,m1s,i,m1s,i","su,suKaH,pavanaH,svarge,ganDaH,ca,suraBiH,taTA",8,0,"{'i': [5, 7], 'm1s': [1, 2, 4, 6]}","{'nominative': [0, 1, 3, 4]}"
160,mbh12_25946.xml,"m1s,x6s,m1s,m1s,m2s,ipv[7] a2s,mvs","eza,me,saMSayaH,jAtaH,tam,CinDi,maDusUdana",7,1,"{'m1s': [0, 2, 3]}","{'nominative': [0, 1, 2]}"
161,mbh03_14543.xml,"m1s,i,i,m4s,i,ipf[2] m3s","sa,gatvA,evam,upADyAyAya,A,acazwa",6,1,"{'i': [1, 2, 4]}",{}
162,mbh12_13890.xml,"iic,f2s,iic,m1p,i,pre[4] a3p,m1p","loka,sfzwim,pra,paSyantaH,na,muhyanti,vicakzaRAH",7,1,"{'m1p': [3, 6], 'iic': [0, 2]}","{'nominative': [1, 2]}"
163,mbh12_13934.xml,"m4p,n1s,pre p3s,iic,i,n1s,i,i,pre[1] a3s","sadByaH,yat,dIyate,kim,cit,tat,paratra,upa,tizWati",9,2,"{'i': [4, 6, 7], 'n1s': [1, 5]}","{'nominative': [1, 2]}"
164,mbh03_14622.xml,"i,m1s,i,pre[1] a3s,i","tatra,asO,prati,vasati,iti",5,1,"{'i': [0, 2, 4]}",{}
166,mbh12_26148.xml,"i,i,x2s,i,cau ipv m2s,i","tatra,gatvA,AtmAnam,aBi,secayasva,iti",6,1,"{'i': [0, 1, 3, 5]}",{}
167,mbh03_14436.xml,"i,i,i","na,anyaTA,iti",3,0,"{'i': [0, 1, 2]}",{}
168,mbh03_14538.xml,"m2s,m1s,i,prf a3s","tam,rAjA,prati,uvAca",4,1,{},{}
169,mbh03_14470.xml,"i,mvs,iic,n2s,aij[a] a2s","mA,rAjan,kroDa,vaSam,gamaH",5,1,{},{}
170,mbh03_14515.xml,"i,m2s,i,n2s,ipf[2] a3s,m1s","aTa,enam,evam,bruvARam,abravIt,rAjA",6,1,"{'i': [0, 2]}","{'accusative': [0, 1]}"
171,mbh01_965.xml,"m6s,m1p,m1p,m1s,m1s,m1s,i","tasya,BrAtaraH,trayaH,SrutasenaH,ugrasenaH,BImasenaH,iti",7,0,"{'m1p': [1, 2], 'm1s': [3, 4, 5]}","{'nominative': [1, 2, 3, 4, 5]}"
172,mbh03_14439.xml,"n2s,x4s,i,n1s,i","udakam,me,na,darSayitavyam,iti",5,0,"{'i': [2, 4]}",{}
173,mbh03_14514.xml,"m6s,m1d,m1d,iic,m1d,i","vAmadevasya,ASvO,vAmyO,manaH,javO,iti",6,0,"{'m1d': [1, 2, 4]}","{'nominative': [1, 2, 3]}"
174,mbh03_14486.xml,"x1s,m1s,n1s,iic,m1s","aham,AyuH,nAma,maRqUka,rAjaH",5,0,"{'m1s': [1, 4]}","{'nominative': [0, 1, 2]}"
175,mbh03_14612.xml,"m1s,m2p,prf a3s","sa,tAn,uvAca",3,1,{},{}
176,mbh03_14595.xml,"i,ipv[6] a2s,f2s,f2s,m3s,i,n5s,n5s,pre p2s,x1s","sam,spfSa,enAm,mahizIm,sAyakena,tataH,tasmAt,enasaH,mokzyase,tvam",10,2,"{'i': [0, 5], 'f2s': [2, 3], 'n5s': [6, 7]}","{'accusative': [0, 1], 'ablative': [3, 4]}"
177,mbh12_13967.xml,"m1p,iic,m6p,m1p,iic,f1p,f1p","vatsalAH,sarva,BUtAnAm,vAcyAH,Srotra,suKAH,giraH",7,0,"{'m1p': [0, 3], 'f1p': [5, 6], 'iic': [1, 4]}","{'nominative': [0, 2, 3, 4]}"
178,mbh12_26173.xml,"n1s,i,f2s,iic,f2s,f2s,f2s,iic,i,prf m3s","kzatram,api,SASvatIm,a,vyayAm,pfTivIm,patnIm,aBi,gamya,buBuje",10,1,"{'i': [1, 8], 'f2s': [2, 4, 5, 6], 'iic': [3, 7]}","{'accusative': [1, 2, 3, 4]}"
179,mbh03_14497.xml,"m5s,x3s,m1p,iic,iic,m1p,m5s,iic,n2p,x6s,n2p,fut a3p,n5s,x6s,i","yasmAt,tvayA,rAjanaH,vi,pra,labDAH,tasmAt,a,brahmaRyAni,tava,apatyAni,Bavizyanti,anftakatvAt,tava,iti",15,1,"{'m1p': [2, 5], 'x6s': [9, 13], 'n2p': [8, 10], 'iic': [3, 4, 7], 'm5s': [0, 6]}","{'accusative': [4, 5], 'ablative': [0, 3, 6], 'nominative': [1, 2]}"
180,mbh12_13904.xml,"i,i,m1s,iic,m1s,f1s,m1s,m2s,iic,m2s,iic,m3s,m2s,ipf[1] a3s","api,ca,BagavAn,viSva,iSvaraH,umA,patiH,kAmam,aBi,vartamAnam,an,aNgatvena,Samam,anayat",14,1,"{'i': [0, 1], 'm1s': [2, 4, 6], 'iic': [3, 8, 10], 'm2s': [7, 9, 12]}","{'accusative': [4, 5, 7], 'nominative': [0, 1, 2, 3]}"
181,mbh12_13968.xml,"iic,iic,m1d,i,n1s,i,i,n1s","parivAda,upa,GAtO,ca,pAruzyam,ca,atra,garhitam",8,0,"{'i': [3, 5, 6], 'n1s': [4, 7], 'iic': [0, 1]}","{'nominative': [0, 1, 2]}"
182,mbh03_14438.xml,"i,f1s,n2s,prf a3s","tataH,kanyA,idam,uvAca",4,1,{},{}
183,mbh12_25955.xml,"f7s,f7s,iic,iic,m1s,iic,m5s,iic,m5s,iic,m5s,iic,m5s,iic,m5s,n5s,iic,m5s,iic,m5s,iic,iic,m5s","etasyAm,avasTAyAm,nArAyaRa,guRa,aSrayAt,a,kzayAt,a,jarAt,an,indriyAt,a,grAhyAt,a,samBavAt,satyAt,a,hiMsrAt,lala,AmAt,viviDa,pravftti,viSezAt",23,0,"{'iic': [2, 3, 5, 7, 9, 11, 13, 16, 18, 20, 21], 'm5s': [6, 8, 10, 12, 14, 17, 19, 22], 'f7s': [0, 1]}","{'ablative': [3, 4, 5, 6, 7, 8, 9, 10, 11], 'locative': [0, 1]}"
184,mbh03_14613.xml,"pre[2] a3s,i,iic,m1s,m1s,n1s,iic,m1s,iic,n5s,iic,m1s","asti,Kalu,rAja,fziH,indradyumnaH,nAma,kzIRa,puRyaH,tri,divAt,pra,cyutaH",12,1,"{'m1s': [3, 4, 7, 11], 'iic': [2, 6, 8, 10]}","{'nominative': [0, 1, 2, 3, 5]}"
185,mbh12_13961.xml,"pre[1] a3s,i,i,m1s","Bavati,ca,atra,SlokaH",4,1,"{'i': [1, 2]}",{}
186,mbh12_26017.xml,"m1s,m1p,pre[1] m3p,x1p,pre[4] a1p","tataH,devAH,varDante,vayam,kzIyAmaH",5,2,{},"{'nominative': [0, 1]}"
188,mbh03_14506.xml,"i,x2s,ipv[1] m2s,i","SIGram,mAm,vahasva,iti",4,1,"{'i': [0, 3]}",{}
189,mbh03_14668.xml,"i,n2s,i,m1s,m1s,ipf[2] a3s","iti,etat,SrutvA,sa,rAjA,abravIt",6,1,"{'i': [0, 2], 'm1s': [3, 4]}","{'nominative': [1, 2]}"
190,mbh03_14620.xml,"m1s,m2s,i,pop[9] a3s","sa,Bavantam,yadi,jAnIyAt",4,1,{},{}
191,mbh12_26024.xml,"i,x3s,m1s,m1s,m1s,i,iic,iic,iic,m1s,x1s,iic,m5s,iic,m5s,m2s,i,fut a2s,i","yasmAt,tvayA,anyaH,vftaH,hotA,tasmAt,a,sam,Apta,yajYaH,tvam,a,pUrvAt,sattva,jAtAt,vaDam,pra,Apsyasi,iti",19,1,"{'i': [0, 5, 16, 18], 'm1s': [2, 3, 4, 9], 'iic': [6, 7, 8, 11, 13], 'm5s': [12, 14]}","{'ablative': [4, 5], 'nominative': [0, 1, 2, 3]}"
192,mbh12_25993.xml,"cau pre a3p,f2s,m2s,i,n5s,n1s,iic,n1s,i","DArayanti,mahIm,dyAm,ca,SEtyAt,vAri,a,mftam,yaTA",9,1,"{'i': [3, 8], 'n1s': [5, 7]}","{'accusative': [0, 1], 'nominative': [3, 4]}"
193,mbh03_14462.xml,"f2s,m1s,m1s,i,ipf[4] a3s","tAm,mfgayamARaH,rAjA,na,apaSyat",5,1,"{'m1s': [1, 2]}","{'nominative': [1, 2]}"
194,mbh03_14644.xml,"m1s,i,i,i,i,pop[9] a3s,m2s,m2s,m2s,m2s,pre[6] a1p,i","sa,yadi,kaTam,cit,aBi,jAnIyAt,imam,rAjAnam,tam,akUpAram,pfcCAmaH,iti",12,2,"{'i': [1, 2, 3, 4, 11], 'm2s': [6, 7, 8, 9]}","{'accusative': [1, 2, 3, 4]}"
195,mbh12_26016.xml,"i,fvs,m1s,x6s,m1s,m1s,m1s,m1s,m6p,iic,m1s,i,m5p,m2s,ipf[1] a3s,i,x6p","he,svasaH,ayam,te,putraH,tvAzwraH,viSvarUpaH,triSirAH,devAnAm,puraH,hitaH,pratyakzam,deveByaH,BAgam,adadat,parokzam,asmAkam",17,1,"{'i': [0, 11, 15], 'm1s': [2, 4, 5, 6, 7, 10]}","{'nominative': [1, 2, 3, 4, 5, 7]}"
196,mbh03_14500.xml,"m1s,i,iic,m1s,m2s,iic,i,iic,iic,n2s,ipf[1] a3s","sa,ca,maRqUka,rAjaH,jAmAtaram,anu,jYApya,yaTA,A,gatam,agacCat",11,1,"{'i': [1, 6], 'm1s': [0, 3], 'iic': [2, 5, 7, 8]}","{'accusative': [2, 3], 'nominative': [0, 1]}"
197,mbh03_14605.xml,"m3s,i,i,ipv[2] a2s,iic,iic,m2s,m1s,m1s,i,m1s,x3s,iic,mvs","Sivena,ca,A,DyAhi,sa,putra,bAnDavam,varaH,vftaH,hi,eza,mayA,dvija,agrya",14,1,"{'i': [1, 2, 9], 'm1s': [7, 8, 10], 'iic': [4, 5, 12]}","{'nominative': [2, 3, 4]}"
198,mbh12_25995.xml,"m5p,n1s,i,pre[2] a3s,iic,i,i,i,i,f4s","brAhmaReByaH,param,na,asti,pra,itya,ca,iha,ca,BUtaye",10,1,"{'i': [2, 5, 6, 7, 8]}",{}
199,mbh12_13893.xml,"iic,m6s,m6s,i,f1p,i,pre[1] m3s","rAhu,grastasya,somasya,yaTA,jyotsnAH,na,BAsate",7,1,"{'i': [3, 5], 'm6s': [1, 2]}","{'genitive': [0, 1]}"
